,date,currency,exchange
8744,2019-10-15,GBP,0.7909
8745,2019-10-16,USD,1.0
8746,2019-10-16,CAD,1.3209
8747,2019-10-16,AUD,1.487
8748,2019-10-16,EUR,0.907
8749,2019-10-16,GBP,0.7851
8750,2019-10-17,USD,1.0
8751,2019-10-17,CAD,1.3177
8752,2019-10-17,AUD,1.4662
8753,2019-10-17,EUR,0.8998
8754,2019-10-17,GBP,0.7814
8755,2019-10-18,USD,1.0
8756,2019-10-18,CAD,1.3136
8757,2019-10-18,AUD,1.4607
8758,2019-10-18,EUR,0.8973
8759,2019-10-18,GBP,0.7756
8760,2019-10-19,USD,1.0
8761,2019-10-19,CAD,1.3136
8762,2019-10-19,AUD,1.4607
8763,2019-10-19,EUR,0.8973
8764,2019-10-19,GBP,0.7756
8765,2019-10-20,USD,1.0
8766,2019-10-20,CAD,1.3136
8767,2019-10-20,AUD,1.4607
8768,2019-10-20,EUR,0.8973
8769,2019-10-20,GBP,0.7756
8770,2019-10-21,USD,1.0
8771,2019-10-21,CAD,1.3106
8772,2019-10-21,AUD,1.4535
8773,2019-10-21,EUR,0.895
8774,2019-10-21,GBP,0.7691
8775,2019-10-22,USD,1.0
8776,2019-10-22,CAD,1.3101
8777,2019-10-22,AUD,1.4588
8778,2019-10-22,EUR,0.8985
8779,2019-10-22,GBP,0.7733
8780,2019-10-23,USD,1.0
8781,2019-10-23,CAD,1.3088
8782,2019-10-23,AUD,1.4611
8783,2019-10-23,EUR,0.899
8784,2019-10-23,GBP,0.7768
8785,2019-10-24,USD,1.0
8786,2019-10-24,CAD,1.3071
8787,2019-10-24,AUD,1.4623
8788,2019-10-24,EUR,0.8986
8789,2019-10-24,GBP,0.7754
8790,2019-10-25,USD,1.0
8791,2019-10-25,CAD,1.3065
8792,2019-10-25,AUD,1.4648
8793,2019-10-25,EUR,0.9003
8794,2019-10-25,GBP,0.7797
8795,2019-10-26,USD,1.0
8796,2019-10-26,CAD,1.3065
8797,2019-10-26,AUD,1.4648
8798,2019-10-26,EUR,0.9003
8799,2019-10-26,GBP,0.7797
8800,2019-10-27,USD,1.0
8801,2019-10-27,CAD,1.3065
8802,2019-10-27,AUD,1.4648
8803,2019-10-27,EUR,0.9003
8804,2019-10-27,GBP,0.7797
8805,2019-10-28,USD,1.0
8806,2019-10-28,CAD,1.3067
8807,2019-10-28,AUD,1.4652
8808,2019-10-28,EUR,0.902
8809,2019-10-28,GBP,0.7786
8810,2019-10-29,USD,1.0
8811,2019-10-29,CAD,1.3056
8812,2019-10-29,AUD,1.4589
8813,2019-10-29,EUR,0.9013
8814,2019-10-29,GBP,0.7781
8815,2019-10-30,USD,1.0
8816,2019-10-30,CAD,1.3087
8817,2019-10-30,AUD,1.4586
8818,2019-10-30,EUR,0.9004
8819,2019-10-30,GBP,0.7762
8820,2019-10-31,USD,1.0
8821,2019-10-31,CAD,1.3155
8822,2019-10-31,AUD,1.4467
8823,2019-10-31,EUR,0.8965
8824,2019-10-31,GBP,0.7722
8825,2019-11-01,USD,1.0
8826,2019-11-01,CAD,1.3181
8827,2019-11-01,AUD,1.45
8828,2019-11-01,EUR,0.8977
8829,2019-11-01,GBP,0.7721
8830,2019-11-02,USD,1.0
8831,2019-11-02,CAD,1.3181
8832,2019-11-02,AUD,1.45
8833,2019-11-02,EUR,0.8977
8834,2019-11-02,GBP,0.7721
8835,2019-11-03,USD,1.0
8836,2019-11-03,CAD,1.3181
8837,2019-11-03,AUD,1.45
8838,2019-11-03,EUR,0.8977
8839,2019-11-03,GBP,0.7721
8840,2019-11-04,USD,1.0
8841,2019-11-04,CAD,1.3156
8842,2019-11-04,AUD,1.4481
8843,2019-11-04,EUR,0.8962
8844,2019-11-04,GBP,0.774
8845,2019-11-05,USD,1.0
8846,2019-11-05,CAD,1.3128
8847,2019-11-05,AUD,1.4474
8848,2019-11-05,EUR,0.9002
8849,2019-11-05,GBP,0.7752
8850,2019-11-06,USD,1.0
8851,2019-11-06,CAD,1.3164
8852,2019-11-06,AUD,1.4491
8853,2019-11-06,EUR,0.9017
8854,2019-11-06,GBP,0.7758
8855,2019-11-07,USD,1.0
8856,2019-11-07,CAD,1.3167
8857,2019-11-07,AUD,1.4498
8858,2019-11-07,EUR,0.9028
8859,2019-11-07,GBP,0.7804
8860,2019-11-08,USD,1.0
8861,2019-11-08,CAD,1.3196
8862,2019-11-08,AUD,1.456
8863,2019-11-08,EUR,0.9063
8864,2019-11-08,GBP,0.7808
8865,2019-11-09,USD,1.0
8866,2019-11-09,CAD,1.3196
8867,2019-11-09,AUD,1.456
8868,2019-11-09,EUR,0.9063
8869,2019-11-09,GBP,0.7808
8870,2019-11-10,USD,1.0
8871,2019-11-10,CAD,1.3196
8872,2019-11-10,AUD,1.456
8873,2019-11-10,EUR,0.9063
8874,2019-11-10,GBP,0.7808
8875,2019-11-11,USD,1.0
8876,2019-11-11,CAD,1.323
8877,2019-11-11,AUD,1.4587
8878,2019-11-11,EUR,0.9057
8879,2019-11-11,GBP,0.7766
8880,2019-11-12,USD,1.0
8881,2019-11-12,CAD,1.3244
8882,2019-11-12,AUD,1.4605
8883,2019-11-12,EUR,0.9079
8884,2019-11-12,GBP,0.7791
8885,2019-11-13,USD,1.0
8886,2019-11-13,CAD,1.3258
8887,2019-11-13,AUD,1.4653
8888,2019-11-13,EUR,0.9086
8889,2019-11-13,GBP,0.7792
8890,2019-11-14,USD,1.0
8891,2019-11-14,CAD,1.3265
8892,2019-11-14,AUD,1.4743
8893,2019-11-14,EUR,0.9093
8894,2019-11-14,GBP,0.7788
8895,2019-11-15,USD,1.0
8896,2019-11-15,CAD,1.3239
8897,2019-11-15,AUD,1.4701
8898,2019-11-15,EUR,0.9063
8899,2019-11-15,GBP,0.7763
8900,2019-11-16,USD,1.0
8901,2019-11-16,CAD,1.3239
8902,2019-11-16,AUD,1.4701
8903,2019-11-16,EUR,0.9063
8904,2019-11-16,GBP,0.7763
8905,2019-11-17,USD,1.0
8906,2019-11-17,CAD,1.3239
8907,2019-11-17,AUD,1.4701
8908,2019-11-17,EUR,0.9063
8909,2019-11-17,GBP,0.7763
8910,2019-11-18,USD,1.0
8911,2019-11-18,CAD,1.3219
8912,2019-11-18,AUD,1.4684
8913,2019-11-18,EUR,0.9041
8914,2019-11-18,GBP,0.7714
8915,2019-11-19,USD,1.0
8916,2019-11-19,CAD,1.321
8917,2019-11-19,AUD,1.4656
8918,2019-11-19,EUR,0.9028
8919,2019-11-19,GBP,0.7725
8920,2019-11-20,USD,1.0
8921,2019-11-20,CAD,1.3302
8922,2019-11-20,AUD,1.4673
8923,2019-11-20,EUR,0.9042
8924,2019-11-20,GBP,0.7751
8925,2019-11-21,USD,1.0
8926,2019-11-21,CAD,1.3307
8927,2019-11-21,AUD,1.468
8928,2019-11-21,EUR,0.9016
8929,2019-11-21,GBP,0.7713
8930,2019-11-22,USD,1.0
8931,2019-11-22,CAD,1.3275
8932,2019-11-22,AUD,1.4729
8933,2019-11-22,EUR,0.9043
8934,2019-11-22,GBP,0.7775
8935,2019-11-23,USD,1.0
8936,2019-11-23,CAD,1.3275
8937,2019-11-23,AUD,1.4729
8938,2019-11-23,EUR,0.9043
8939,2019-11-23,GBP,0.7775
8940,2019-11-24,USD,1.0
8941,2019-11-24,CAD,1.3275
8942,2019-11-24,AUD,1.4729
8943,2019-11-24,EUR,0.9043
8944,2019-11-24,GBP,0.7775
8945,2019-11-25,USD,1.0
8946,2019-11-25,CAD,1.3307
8947,2019-11-25,AUD,1.4746
8948,2019-11-25,EUR,0.9084
8949,2019-11-25,GBP,0.7768
8950,2019-11-26,USD,1.0
8951,2019-11-26,CAD,1.3306
8952,2019-11-26,AUD,1.4747
8953,2019-11-26,EUR,0.9074
8954,2019-11-26,GBP,0.7778
8955,2019-11-27,USD,1.0
8956,2019-11-27,CAD,1.3266
8957,2019-11-27,AUD,1.4733
8958,2019-11-27,EUR,0.9083
8959,2019-11-27,GBP,0.7762
8960,2019-11-28,USD,1.0
8961,2019-11-28,CAD,1.3289
8962,2019-11-28,AUD,1.4769
8963,2019-11-28,EUR,0.9087
8964,2019-11-28,GBP,0.774
8965,2019-11-29,USD,1.0
8966,2019-11-29,CAD,1.3307
8967,2019-11-29,AUD,1.4777
8968,2019-11-29,EUR,0.9106
8969,2019-11-29,GBP,0.776
8970,2019-11-30,USD,1.0
8971,2019-11-30,CAD,1.3307
8972,2019-11-30,AUD,1.4777
8973,2019-11-30,EUR,0.9106
8974,2019-11-30,GBP,0.776
8975,2019-12-01,USD,1.0
8976,2019-12-01,CAD,1.3307
8977,2019-12-01,AUD,1.4777
8978,2019-12-01,EUR,0.9106
8979,2019-12-01,GBP,0.776
8980,2019-12-02,USD,1.0
8981,2019-12-02,CAD,1.3296
8982,2019-12-02,AUD,1.4733
8983,2019-12-02,EUR,0.9072
8984,2019-12-02,GBP,0.7731
8985,2019-12-03,USD,1.0
8986,2019-12-03,CAD,1.332
8987,2019-12-03,AUD,1.462
8988,2019-12-03,EUR,0.9033
8989,2019-12-03,GBP,0.7696
8990,2019-12-04,USD,1.0
8991,2019-12-04,CAD,1.3272
8992,2019-12-04,AUD,1.4622
8993,2019-12-04,EUR,0.9024
8994,2019-12-04,GBP,0.7636
8995,2019-12-05,USD,1.0
8996,2019-12-05,CAD,1.3169
8997,2019-12-05,AUD,1.4648
8998,2019-12-05,EUR,0.9014
8999,2019-12-05,GBP,0.7614
9000,2019-12-06,USD,1.0
9001,2019-12-06,CAD,1.3176
9002,2019-12-06,AUD,1.4593
9003,2019-12-06,EUR,0.9014
9004,2019-12-06,GBP,0.7612
9005,2019-12-07,USD,1.0
9006,2019-12-07,CAD,1.3176
9007,2019-12-07,AUD,1.4593
9008,2019-12-07,EUR,0.9014
9009,2019-12-07,GBP,0.7612
9010,2019-12-08,USD,1.0
9011,2019-12-08,CAD,1.3176
9012,2019-12-08,AUD,1.4593
9013,2019-12-08,EUR,0.9014
9014,2019-12-08,GBP,0.7612
9015,2019-12-09,USD,1.0
9016,2019-12-09,CAD,1.3251
9017,2019-12-09,AUD,1.4653
9018,2019-12-09,EUR,0.9029
9019,2019-12-09,GBP,0.7602
9020,2019-12-10,USD,1.0
9021,2019-12-10,CAD,1.324
9022,2019-12-10,AUD,1.4693
9023,2019-12-10,EUR,0.9028
9024,2019-12-10,GBP,0.759
9025,2019-12-11,USD,1.0
9026,2019-12-11,CAD,1.3238
9027,2019-12-11,AUD,1.4622
9028,2019-12-11,EUR,0.9029
9029,2019-12-11,GBP,0.7607
9030,2019-12-12,USD,1.0
9031,2019-12-12,CAD,1.3178
9032,2019-12-12,AUD,1.4515
9033,2019-12-12,EUR,0.8979
9034,2019-12-12,GBP,0.7593
9035,2019-12-13,USD,1.0
9036,2019-12-13,CAD,1.3166
9037,2019-12-13,AUD,1.4461
9038,2019-12-13,EUR,0.8949
9039,2019-12-13,GBP,0.7473
9040,2019-12-14,USD,1.0
9041,2019-12-14,CAD,1.3166
9042,2019-12-14,AUD,1.4461
9043,2019-12-14,EUR,0.8949
9044,2019-12-14,GBP,0.7473
9045,2019-12-15,USD,1.0
9046,2019-12-15,CAD,1.3166
9047,2019-12-15,AUD,1.4461
9048,2019-12-15,EUR,0.8949
9049,2019-12-15,GBP,0.7473
9050,2019-12-16,USD,1.0
9051,2019-12-16,CAD,1.3118
9052,2019-12-16,AUD,1.4514
9053,2019-12-16,EUR,0.8972
9054,2019-12-16,GBP,0.7484
9055,2019-12-17,USD,1.0
9056,2019-12-17,CAD,1.3161
9057,2019-12-17,AUD,1.4598
9058,2019-12-17,EUR,0.8959
9059,2019-12-17,GBP,0.7593
9060,2019-12-18,USD,1.0
9061,2019-12-18,CAD,1.3157
9062,2019-12-18,AUD,1.4599
9063,2019-12-18,EUR,0.8997
9064,2019-12-18,GBP,0.7652
9065,2019-12-19,USD,1.0
9066,2019-12-19,CAD,1.3122
9067,2019-12-19,AUD,1.4561
9068,2019-12-19,EUR,0.8995
9069,2019-12-19,GBP,0.7653
9070,2019-12-20,USD,1.0
9071,2019-12-20,CAD,1.3138
9072,2019-12-20,AUD,1.4498
9073,2019-12-20,EUR,0.9011
9074,2019-12-20,GBP,0.7672
9075,2019-12-21,USD,1.0
9076,2019-12-21,CAD,1.3138
9077,2019-12-21,AUD,1.4498
9078,2019-12-21,EUR,0.9011
9079,2019-12-21,GBP,0.7672
9080,2019-12-22,USD,1.0
9081,2019-12-22,CAD,1.3138
9082,2019-12-22,AUD,1.4498
9083,2019-12-22,EUR,0.9011
9084,2019-12-22,GBP,0.7672
9085,2019-12-23,USD,1.0
9086,2019-12-23,CAD,1.3162
9087,2019-12-23,AUD,1.4454
9088,2019-12-23,EUR,0.9029
9089,2019-12-23,GBP,0.7739
9090,2019-12-24,USD,1.0
9091,2019-12-24,CAD,1.3161
9092,2019-12-24,AUD,1.4458
9093,2019-12-24,EUR,0.9025
9094,2019-12-24,GBP,0.772
9095,2019-12-25,USD,1.0
9096,2019-12-25,CAD,1.3161
9097,2019-12-25,AUD,1.4458
9098,2019-12-25,EUR,0.9025
9099,2019-12-25,GBP,0.772
9100,2019-12-26,USD,1.0
9101,2019-12-26,CAD,1.3161
9102,2019-12-26,AUD,1.4458
9103,2019-12-26,EUR,0.9025
9104,2019-12-26,GBP,0.772
9105,2019-12-27,USD,1.0
9106,2019-12-27,CAD,1.3083
9107,2019-12-27,AUD,1.4342
9108,2019-12-27,EUR,0.8966
9109,2019-12-27,GBP,0.7633
9110,2019-12-28,USD,1.0
9111,2019-12-28,CAD,1.3083
9112,2019-12-28,AUD,1.4342
9113,2019-12-28,EUR,0.8966
9114,2019-12-28,GBP,0.7633
9115,2019-12-29,USD,1.0
9116,2019-12-29,CAD,1.3083
9117,2019-12-29,AUD,1.4342
9118,2019-12-29,EUR,0.8966
9119,2019-12-29,GBP,0.7633
9120,2019-12-30,USD,1.0
9121,2019-12-30,CAD,1.3067
9122,2019-12-30,AUD,1.4293
9123,2019-12-30,EUR,0.8937
9124,2019-12-30,GBP,0.7615
9125,2019-12-31,USD,1.0
9126,2019-12-31,CAD,1.2994
9127,2019-12-31,AUD,1.4238
9128,2019-12-31,EUR,0.8902
9129,2019-12-31,GBP,0.7573
9130,2020-01-01,USD,1.0
9131,2020-01-01,CAD,1.2994
9132,2020-01-01,AUD,1.4238
9133,2020-01-01,EUR,0.8902
9134,2020-01-01,GBP,0.7573
9135,2020-01-02,USD,1.0
9136,2020-01-02,CAD,1.2998
9137,2020-01-02,AUD,1.43
9138,2020-01-02,EUR,0.8934
9139,2020-01-02,GBP,0.7579
9140,2020-01-03,USD,1.0
9141,2020-01-03,CAD,1.2982
9142,2020-01-03,AUD,1.4381
9143,2020-01-03,EUR,0.8971
9144,2020-01-03,GBP,0.7636
9145,2020-01-04,USD,1.0
9146,2020-01-04,CAD,1.2982
9147,2020-01-04,AUD,1.4381
9148,2020-01-04,EUR,0.8971
9149,2020-01-04,GBP,0.7636
9150,2020-01-05,USD,1.0
9151,2020-01-05,CAD,1.2982
9152,2020-01-05,AUD,1.4381
9153,2020-01-05,EUR,0.8971
9154,2020-01-05,GBP,0.7636
9155,2020-01-06,USD,1.0
9156,2020-01-06,CAD,1.2976
9157,2020-01-06,AUD,1.44
9158,2020-01-06,EUR,0.8933
9159,2020-01-06,GBP,0.7613
9160,2020-01-07,USD,1.0
9161,2020-01-07,CAD,1.2997
9162,2020-01-07,AUD,1.4546
9163,2020-01-07,EUR,0.8951
9164,2020-01-07,GBP,0.7625
9165,2020-01-08,USD,1.0
9166,2020-01-08,CAD,1.3018
9167,2020-01-08,AUD,1.457
9168,2020-01-08,EUR,0.8997
9169,2020-01-08,GBP,0.7635
9170,2020-01-09,USD,1.0
9171,2020-01-09,CAD,1.3056
9172,2020-01-09,AUD,1.4575
9173,2020-01-09,EUR,0.9001
9174,2020-01-09,GBP,0.7676
9175,2020-01-10,USD,1.0
9176,2020-01-10,CAD,1.3072
9177,2020-01-10,AUD,1.4545
9178,2020-01-10,EUR,0.9016
9179,2020-01-10,GBP,0.7647
9180,2020-01-11,USD,1.0
9181,2020-01-11,CAD,1.3072
9182,2020-01-11,AUD,1.4545
9183,2020-01-11,EUR,0.9016
9184,2020-01-11,GBP,0.7647
9185,2020-01-12,USD,1.0
9186,2020-01-12,CAD,1.3072
9187,2020-01-12,AUD,1.4545
9188,2020-01-12,EUR,0.9016
9189,2020-01-12,GBP,0.7647
9190,2020-01-13,USD,1.0
9191,2020-01-13,CAD,1.3045
9192,2020-01-13,AUD,1.4486
9193,2020-01-13,EUR,0.8988
9194,2020-01-13,GBP,0.7708
9195,2020-01-14,USD,1.0
9196,2020-01-14,CAD,1.3071
9197,2020-01-14,AUD,1.4494
9198,2020-01-14,EUR,0.8997
9199,2020-01-14,GBP,0.7703
9200,2020-01-15,USD,1.0
9201,2020-01-15,CAD,1.3072
9202,2020-01-15,AUD,1.4529
9203,2020-01-15,EUR,0.8975
9204,2020-01-15,GBP,0.769
9205,2020-01-16,USD,1.0
9206,2020-01-16,CAD,1.3035
9207,2020-01-16,AUD,1.4428
9208,2020-01-16,EUR,0.8953
9209,2020-01-16,GBP,0.7652
9210,2020-01-17,USD,1.0
9211,2020-01-17,CAD,1.3052
9212,2020-01-17,AUD,1.4514
9213,2020-01-17,EUR,0.9003
9214,2020-01-17,GBP,0.7662
9215,2020-01-18,USD,1.0
9216,2020-01-18,CAD,1.3052
9217,2020-01-18,AUD,1.4514
9218,2020-01-18,EUR,0.9003
9219,2020-01-18,GBP,0.7662
9220,2020-01-19,USD,1.0
9221,2020-01-19,CAD,1.3052
9222,2020-01-19,AUD,1.4514
9223,2020-01-19,EUR,0.9003
9224,2020-01-19,GBP,0.7662
9225,2020-01-20,USD,1.0
9226,2020-01-20,CAD,1.3069
9227,2020-01-20,AUD,1.4573
9228,2020-01-20,EUR,0.9021
9229,2020-01-20,GBP,0.7693
9230,2020-01-21,USD,1.0
9231,2020-01-21,CAD,1.3056
9232,2020-01-21,AUD,1.4554
9233,2020-01-21,EUR,0.8997
9234,2020-01-21,GBP,0.765
9235,2020-01-22,USD,1.0
9236,2020-01-22,CAD,1.3046
9237,2020-01-22,AUD,1.4596
9238,2020-01-22,EUR,0.9019
9239,2020-01-22,GBP,0.7616
9240,2020-01-23,USD,1.0
9241,2020-01-23,CAD,1.3163
9242,2020-01-23,AUD,1.456
9243,2020-01-23,EUR,0.9016
9244,2020-01-23,GBP,0.7619
9245,2020-01-24,USD,1.0
9246,2020-01-24,CAD,1.3132
9247,2020-01-24,AUD,1.4614
9248,2020-01-24,EUR,0.9062
9249,2020-01-24,GBP,0.7641
9250,2020-01-25,USD,1.0
9251,2020-01-25,CAD,1.3132
9252,2020-01-25,AUD,1.4614
9253,2020-01-25,EUR,0.9062
9254,2020-01-25,GBP,0.7641
9255,2020-01-26,USD,1.0
9256,2020-01-26,CAD,1.3132
9257,2020-01-26,AUD,1.4614
9258,2020-01-26,EUR,0.9062
9259,2020-01-26,GBP,0.7641
9260,2020-01-27,USD,1.0
9261,2020-01-27,CAD,1.3187
9262,2020-01-27,AUD,1.4776
9263,2020-01-27,EUR,0.907
9264,2020-01-27,GBP,0.7652
9265,2020-01-28,USD,1.0
9266,2020-01-28,CAD,1.319
9267,2020-01-28,AUD,1.4802
9268,2020-01-28,EUR,0.9087
9269,2020-01-28,GBP,0.7688
9270,2020-01-29,USD,1.0
9271,2020-01-29,CAD,1.3177
9272,2020-01-29,AUD,1.4816
9273,2020-01-29,EUR,0.909
9274,2020-01-29,GBP,0.7688
9275,2020-01-30,USD,1.0
9276,2020-01-30,CAD,1.3217
9277,2020-01-30,AUD,1.4881
9278,2020-01-30,EUR,0.9067
9279,2020-01-30,GBP,0.7633
9280,2020-01-31,USD,1.0
9281,2020-01-31,CAD,1.3235
9282,2020-01-31,AUD,1.4924
9283,2020-01-31,EUR,0.9048
9284,2020-01-31,GBP,0.7616
9285,2020-02-01,USD,1.0
9286,2020-02-01,CAD,1.3235
9287,2020-02-01,AUD,1.4924
9288,2020-02-01,EUR,0.9048
9289,2020-02-01,GBP,0.7616
9290,2020-02-02,USD,1.0
9291,2020-02-02,CAD,1.3235
9292,2020-02-02,AUD,1.4924
9293,2020-02-02,EUR,0.9048
9294,2020-02-02,GBP,0.7616
9295,2020-02-03,USD,1.0
9296,2020-02-03,CAD,1.3236
9297,2020-02-03,AUD,1.493
9298,2020-02-03,EUR,0.9037
9299,2020-02-03,GBP,0.7661
9300,2020-02-04,USD,1.0
9301,2020-02-04,CAD,1.3279
9302,2020-02-04,AUD,1.488
9303,2020-02-04,EUR,0.9051
9304,2020-02-04,GBP,0.7683
9305,2020-02-05,USD,1.0
9306,2020-02-05,CAD,1.3285
9307,2020-02-05,AUD,1.4786
9308,2020-02-05,EUR,0.9072
9309,2020-02-05,GBP,0.7661
9310,2020-02-06,USD,1.0
9311,2020-02-06,CAD,1.3278
9312,2020-02-06,AUD,1.4798
9313,2020-02-06,EUR,0.9088
9314,2020-02-06,GBP,0.771
9315,2020-02-07,USD,1.0
9316,2020-02-07,CAD,1.3314
9317,2020-02-07,AUD,1.4967
9318,2020-02-07,EUR,0.9117
9319,2020-02-07,GBP,0.7724
9320,2020-02-08,USD,1.0
9321,2020-02-08,CAD,1.3314
9322,2020-02-08,AUD,1.4967
9323,2020-02-08,EUR,0.9117
9324,2020-02-08,GBP,0.7724
9325,2020-02-09,USD,1.0
9326,2020-02-09,CAD,1.3314
9327,2020-02-09,AUD,1.4967
9328,2020-02-09,EUR,0.9117
9329,2020-02-09,GBP,0.7724
9330,2020-02-10,USD,1.0
9331,2020-02-10,CAD,1.3314
9332,2020-02-10,AUD,1.4951
9333,2020-02-10,EUR,0.9132
9334,2020-02-10,GBP,0.7728
9335,2020-02-11,USD,1.0
9336,2020-02-11,CAD,1.3297
9337,2020-02-11,AUD,1.4916
9338,2020-02-11,EUR,0.9173
9339,2020-02-11,GBP,0.7736
9340,2020-02-12,USD,1.0
9341,2020-02-12,CAD,1.3256
9342,2020-02-12,AUD,1.482
9343,2020-02-12,EUR,0.9163
9344,2020-02-12,GBP,0.7702
9345,2020-02-13,USD,1.0
9346,2020-02-13,CAD,1.3257
9347,2020-02-13,AUD,1.485
9348,2020-02-13,EUR,0.9202
9349,2020-02-13,GBP,0.7672
9350,2020-02-14,USD,1.0
9351,2020-02-14,CAD,1.3248
9352,2020-02-14,AUD,1.4897
9353,2020-02-14,EUR,0.9223
9354,2020-02-14,GBP,0.7675
9355,2020-02-15,USD,1.0
9356,2020-02-15,CAD,1.3248
9357,2020-02-15,AUD,1.4897
9358,2020-02-15,EUR,0.9223
9359,2020-02-15,GBP,0.7675
9360,2020-02-16,USD,1.0
9361,2020-02-16,CAD,1.3248
9362,2020-02-16,AUD,1.4897
9363,2020-02-16,EUR,0.9223
9364,2020-02-16,GBP,0.7675
9365,2020-02-17,USD,1.0
9366,2020-02-17,CAD,1.3229
9367,2020-02-17,AUD,1.4886
9368,2020-02-17,EUR,0.9229
9369,2020-02-17,GBP,0.7682
9370,2020-02-18,USD,1.0
9371,2020-02-18,CAD,1.3263
9372,2020-02-18,AUD,1.4973
9373,2020-02-18,EUR,0.9246
9374,2020-02-18,GBP,0.7672
9375,2020-02-19,USD,1.0
9376,2020-02-19,CAD,1.3223
9377,2020-02-19,AUD,1.4946
9378,2020-02-19,EUR,0.9259
9379,2020-02-19,GBP,0.7699
9380,2020-02-20,USD,1.0
9381,2020-02-20,CAD,1.3257
9382,2020-02-20,AUD,1.5101
9383,2020-02-20,EUR,0.9268
9384,2020-02-20,GBP,0.777
9385,2020-02-21,USD,1.0
9386,2020-02-21,CAD,1.3258
9387,2020-02-21,AUD,1.515
9388,2020-02-21,EUR,0.9258
9389,2020-02-21,GBP,0.7732
9390,2020-02-22,USD,1.0
9391,2020-02-22,CAD,1.3258
9392,2020-02-22,AUD,1.515
9393,2020-02-22,EUR,0.9258
9394,2020-02-22,GBP,0.7732
9395,2020-02-23,USD,1.0
9396,2020-02-23,CAD,1.3258
9397,2020-02-23,AUD,1.515
9398,2020-02-23,EUR,0.9258
9399,2020-02-23,GBP,0.7732
9400,2020-02-24,USD,1.0
9401,2020-02-24,CAD,1.3285
9402,2020-02-24,AUD,1.5145
9403,2020-02-24,EUR,0.9244
9404,2020-02-24,GBP,0.7749
9405,2020-02-25,USD,1.0
9406,2020-02-25,CAD,1.3287
9407,2020-02-25,AUD,1.5168
9408,2020-02-25,EUR,0.9225
9409,2020-02-25,GBP,0.7715
9410,2020-02-26,USD,1.0
9411,2020-02-26,CAD,1.3305
9412,2020-02-26,AUD,1.5232
9413,2020-02-26,EUR,0.9195
9414,2020-02-26,GBP,0.7738
9415,2020-02-27,USD,1.0
9416,2020-02-27,CAD,1.3349
9417,2020-02-27,AUD,1.5206
9418,2020-02-27,EUR,0.9121
9419,2020-02-27,GBP,0.7752
9420,2020-02-28,USD,1.0
9421,2020-02-28,CAD,1.3444
9422,2020-02-28,AUD,1.5373
9423,2020-02-28,EUR,0.911
9424,2020-02-28,GBP,0.7772
9425,2020-02-29,USD,1.0
9426,2020-02-29,CAD,1.3444
9427,2020-02-29,AUD,1.5373
9428,2020-02-29,EUR,0.911
9429,2020-02-29,GBP,0.7772
9430,2020-03-01,USD,1.0
9431,2020-03-01,CAD,1.3444
9432,2020-03-01,AUD,1.5373
9433,2020-03-01,EUR,0.911
9434,2020-03-01,GBP,0.7772
9435,2020-03-02,USD,1.0
9436,2020-03-02,CAD,1.3358
9437,2020-03-02,AUD,1.5283
9438,2020-03-02,EUR,0.8991
9439,2020-03-02,GBP,0.7832
9440,2020-03-03,USD,1.0
9441,2020-03-03,CAD,1.3364
9442,2020-03-03,AUD,1.5212
9443,2020-03-03,EUR,0.8995
9444,2020-03-03,GBP,0.7827
9445,2020-03-04,USD,1.0
9446,2020-03-04,CAD,1.3359
9447,2020-03-04,AUD,1.5096
9448,2020-03-04,EUR,0.8989
9449,2020-03-04,GBP,0.7807
9450,2020-03-05,USD,1.0
9451,2020-03-05,CAD,1.3427
9452,2020-03-05,AUD,1.5122
9453,2020-03-05,EUR,0.8939
9454,2020-03-05,GBP,0.7747
9455,2020-03-06,USD,1.0
9456,2020-03-06,CAD,1.342
9457,2020-03-06,AUD,1.5087
9458,2020-03-06,EUR,0.8821
9459,2020-03-06,GBP,0.7689
9460,2020-03-07,USD,1.0
9461,2020-03-07,CAD,1.342
9462,2020-03-07,AUD,1.5087
9463,2020-03-07,EUR,0.8821
9464,2020-03-07,GBP,0.7689
9465,2020-03-08,USD,1.0
9466,2020-03-08,CAD,1.342
9467,2020-03-08,AUD,1.5087
9468,2020-03-08,EUR,0.8821
9469,2020-03-08,GBP,0.7689
9470,2020-03-09,USD,1.0
9471,2020-03-09,CAD,1.3629
9472,2020-03-09,AUD,1.5127
9473,2020-03-09,EUR,0.8729
9474,2020-03-09,GBP,0.7628
9475,2020-03-10,USD,1.0
9476,2020-03-10,CAD,1.3678
9477,2020-03-10,AUD,1.5256
9478,2020-03-10,EUR,0.878
9479,2020-03-10,GBP,0.7672
9480,2020-03-11,USD,1.0
9481,2020-03-11,CAD,1.3743
9482,2020-03-11,AUD,1.534
9483,2020-03-11,EUR,0.8821
9484,2020-03-11,GBP,0.7736
9485,2020-03-12,USD,1.0
9486,2020-03-12,CAD,1.3811
9487,2020-03-12,AUD,1.5724
9488,2020-03-12,EUR,0.8897
9489,2020-03-12,GBP,0.7885
9490,2020-03-13,USD,1.0
9491,2020-03-13,CAD,1.3859
9492,2020-03-13,AUD,1.5926
9493,2020-03-13,EUR,0.9006
9494,2020-03-13,GBP,0.8021
9495,2020-03-14,USD,1.0
9496,2020-03-14,CAD,1.3859
9497,2020-03-14,AUD,1.5926
